"Organismo","Nome","CAE","Descrição","Setor","Distrito","Concelho","Código
 PME Líder"
"IAPMEI","Casimiro F. Carvalho, Filho & Genro, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Lisboa                                                      ","Lourinhã","L23-04469BPI"
"TP","Castrogen, Unip., Lda.",,"Restaurantes sem serviço de mesa ","Turismo","Lisboa                                                      ","Cascais","L23-10677CGD"
"IAPMEI","Castrolar - Assistência Técnica e Reparações ao Lar, Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Ilha da Madeira                                             ","Santa Cruz","L23-10365BCP"
"IAPMEI","Catari Indústria, S.A.",,"Fabricação de estruturas de construções metálicas","Indústria","Aveiro                                                      ","Arouca","L23-07580BST"
"IAPMEI","Catari Portugal - Aluguer de Sistemas para a Construção e Indústria, Lda.",,"Aluguer de máquinas e equipamentos para a construção e engenharia civil","Serviços","Aveiro                                                      ","Ovar","L23-05375BST"
"IAPMEI","Catarina Lucas - Psicologia e Desenvolvimento, Lda.",,"Outras actividades de saúde humana, n.e.","Serviços","Lisboa                                                      ","Cascais","L23-08891BCP"
"IAPMEI","Catarina Maria Martins Oliveira, Unip., Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Aveiro                                                      ","Albergaria-a-Velha","L23-09342BST"
"TP","Catarino Vieira & Filhas, Lda.",,"Restaurantes, n.e. (inclui actividades de restauração em meios móveis)","Turismo","Faro                                                        ","Albufeira","L23-06090BCP"
"IAPMEI","Catflex - Borrachas e Acessórios Auto, Lda.",,"Comércio a retalho de peças e acessórios para veículos automóveis","Comércio","Porto                                                       ","Valongo","L23-04622CGD"
"IAPMEI","Cativante Inspiração, Lda.",,"Fabricação de mobiliário de madeira para outros fins","Indústria","Aveiro                                                      ","Sever do Vouga","L23-06888BST"
"IAPMEI","Cavalum - Serviços, Unip., Lda.",,"Outras actividades de consultoria para os negócios e a gestão","Serviços","Aveiro                                                      ","Estarreja","L23-01059MG "
"IAPMEI","Cave Central da Bairrada, S.A.",,"Produção de vinhos espumantes e espumosos","Indústria","Aveiro                                                      ","Anadia","L23-01196NB "
"IAPMEI","Caves Rendeiro - Sociedade Comercial de Vinhos, Lda.",,"Comércio por grosso de bebidas alcoólicas","Comércio","Lisboa                                                      ","Alenquer","L23-03756CGD"
"IAPMEI","CBPROD, Lda.",,"Fabricação de artigos de granito e de rochas, n.e.","Indústria","Lisboa                                                      ","Mafra","L23-07519NB "
"IAPMEI","Cbsolutions - Consulting e Brand - Marketing e Comunicação Empresarial, Lda.",,"Agências de publicidade","Serviços","Lisboa                                                      ","Sintra","L23-05215BPI"
"IAPMEI","CCEL - Casa das Carnes do Ervedal, Lda.",,"Fabricação de produtos à base de carne","Indústria","Coimbra                                                     ","Figueira da Foz","L23-02185CGD"
"IAPMEI","CCES, Lda.",,"Actividades  de medicina dentária e odontologia","Serviços","Aveiro                                                      ","Santa Maria da Feira","L23-05845NB "
"IAPMEI","CCLagarto - Electricidade e Telecomunicações, Lda.",,"Instalação eléctrica","Construção e Imobiliário","Portalegre                                                  ","Portalegre","L23-04440CGD"
"IAPMEI","CDIJA - Centro de Desenvolvimento Infanto-Juvenil dos Açores, Lda.",,"Actividades de prática médica de clínica especializada, em ambulatório","Serviços","Ilha de São Miguel","Ponta Delgada","L23-05989CGD"
"IAPMEI","Cebrial - Construction Services, Lda.",,"Construção de estradas e pistas de aeroportos","Construção e Imobiliário","Porto                                                       ","Marco de Canaveses","L23-08404NB "
"IAPMEI","Célebre e Formidável, Lda.",,"Comércio de veículos automóveis ligeiros","Comércio","Porto                                                       ","Matosinhos","L23-10164BCP"
"TP","Celoli - Actividades Turísticas, Lda.",,"Actividades dos  parques de diversão e temáticos","Turismo","Faro                                                        ","Loulé","L23-04157MG "
"IAPMEI","Celtic - Empresa de Trabalho Temporário, Lda.",,"Actividades das empresas de trabalho temporário","Serviços","Braga                                                       ","Barcelos","L23-07804CGD"
"IAPMEI","Cenatel - Centro Técnico de Eletrodomésticos, Lda.",,"Reparação   de televisores e de outros bens de consumo similares","Serviços","Porto                                                       ","Porto","L23-02321NB "
"IAPMEI","Central Mobility - Comércio e Reparação de Veículos, Lda. ",,"Manutenção e reparação de veículos automóveis","Comércio","Lisboa                                                      ","Lisboa","L23-03777NB "
"IAPMEI","Centro de Diagnóstico Médico Dr. Lúcio Coelho, Lda.",,"Outras actividades de saúde humana, n.e.","Serviços","Porto                                                       ","Vila Nova de Gaia","L23-09220BPI"
"IAPMEI","Centro de Reciclagem de Morelena, Lda.",,"Valorização de resíduos metálicos","Indústria","Lisboa                                                      ","Sintra","L23-05596NB "
"IAPMEI","Centro Farmacêutico, Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Setúbal                                                     ","Palmela","L23-00898NB "
"IAPMEI","Centro Suíço de Línguas, Lda.",,"Escolas de línguas","Serviços","Porto                                                       ","Porto","L23-09059BST"
"IAPMEI","Centroassist, Lda.",,"Reparação e  manutenção de máquinas e equipamentos","Indústria","Aveiro                                                      ","Ílhavo","L23-05682BPI"
"IAPMEI","Centrostone, Lda.",,"Fabricação de artigos de granito e de rochas, n.e.","Indústria","Coimbra                                                     ","Penela","L23-06908BCP"
"IAPMEI","Ceramed Coatings, S.A.",,"Fabricação de material ortopédico e próteses e de instrumentos médico-cirúrgicos","Indústria","Lisboa                                                      ","Loures","L23-05111BCP"
"IAPMEI","Cerâmica Artística Vale do Neiva, Lda.",,"Fabricação de artigos de uso doméstico de faiança, porcelana e grés fino","Indústria","Braga                                                       ","Barcelos","L23-01915BCP"
"IAPMEI","Cerâmica da Borralheira, S.A.",,"Fabricação de artigos de uso doméstico de faiança, porcelana e grés fino","Indústria","Aveiro                                                      ","Águeda","L23-01781BPI"
"IAPMEI","Cerâmica de Pegões - J. G. Silva, S.A.",,"Fabricação de tijolos","Indústria","Setúbal                                                     ","Montijo","L23-01232BCP"
"IAPMEI","Cerâmica de Quintãs, Lda.",,"Fabricação de tijolos","Indústria","Aveiro                                                      ","Aveiro","L23-01478CGD"
"IAPMEI","Cerâmica do Vale da Gândara, S.A.",,"Fabricação de tijolos","Indústria","Viseu                                                       ","Mortágua","L23-01274BCP"
"IAPMEI","Cerâmica F. Santiago, Lda.",,"Fabricação de tijolos","Indústria","Leiria                                                      ","Porto de Mós","L23-00573MG "
"IAPMEI","Cerâmica Fonte Nova, Lda.",,"Actividades de decoração de artigos cerâmicos de uso doméstico e ornamental","Indústria","Aveiro                                                      ","Oliveira do Bairro","L23-09509BKI"
"IAPMEI","Cerâmicasnalinha, Lda.",,"Comércio a retalho de louças, cutelaria e de outros artigos similares para uso doméstico, em estabelecimentos especializados","Comércio","Lisboa                                                      ","Oeiras","L23-06130BCP"
"IAPMEI","Cerâmicosta, Lda.",,"Olaria de barro","Indústria","Braga                                                       ","Barcelos","L23-05701CGD"
"IAPMEI","Cerâmirupe - Cerâmicas, Lda.",,"Fabricação de artigos de ornamentação de faiança, porcelana e grés fino","Indústria","Leiria                                                      ","Alcobaça","L23-02981CGD"
"IAPMEI","Cerdisa - Central Distribuidora de Produtos Alimentares, S.A.",,"Comércio por grosso de bebidas alcoólicas","Comércio","Braga                                                       ","Vizela","L23-02795NB "
"IAPMEI","Cerejo da Silva, Unip., Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Porto                                                       ","Matosinhos","L23-04236BCP"
"TP","Cerimónia - Companhia de Empreendimentos Rurais e Eventos, Lda.",,"Turismo no espaço rural","Turismo","Santarém                                                    ","Santarém","L23-11124BCP"
"IAPMEI","Cermouros - Cerejas de São Martinho de Mouros, Lda.",,"Comércio por grosso de fruta e de produtos hortícolas, excepto batata","Comércio","Viseu                                                       ","Resende","L23-03080BPI"
"TP","Cerro Mar II, Lda.",,"Hotéis-Apartamentos com restaurante","Turismo","Leiria                                                      ","CaLda.s da Rainha","L23-00944MG "
"IAPMEI","Cerveirafarma, Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Viana do Castelo                                            ","Vila Nova de Cerveira","L23-07023CGD"
"TP","Cervejaria da Ribeirada, Lda.",,"Outros estabelecimentos de bebidas sem espectáculo","Turismo","Lisboa                                                      ","Odivelas","L23-10681CGD"
